index,uuid,time_load,time_validate,check_is_valid,time_check_empty,check_is_complete_empty,time_check_full,check_is_complete_full
1,3371705a-8aad-4f72-996f-13be73f8f70a,0.11317110061645508,0.2637929916381836,True,0.1241450309753418,False,0.17790484428405762,True
2,2b47c160-fc2f-4c58-9339-284ac73822e3,0.01860809326171875,0.020827770233154297,True,0.0021178722381591797,False,0.06445837020874023,True
3,80fc340a-dcd4-465c-8968-9b1b06b3e522,0.0201570987701416,0.02057933807373047,True,0.002339601516723633,False,0.06296682357788086,True
4,8dd5a6f1-7979-4600-8ded-4a666e2a93b4,0.02002573013305664,0.02240729331970215,True,0.0022115707397460938,False,0.06103849411010742,True
5,445b75f1-077f-4b3c-9aa5-95bf073b83ed,0.020876646041870117,0.0238034725189209,True,0.0019774436950683594,False,0.062081098556518555,True
6,4697b785-b10a-48db-923f-995b13153e43,0.019842147827148438,0.029490947723388672,True,0.002118349075317383,False,0.0605318546295166,True
7,4eedf78e-b449-4e87-9a63-207058e8c377,0.01795220375061035,0.020770549774169922,True,0.0021398067474365234,False,0.059635162353515625,True
8,a0672752-a69c-4ae6-ba71-52dd96e8db8a,0.017965078353881836,0.018984317779541016,True,0.0020470619201660156,False,0.06143331527709961,True
9,28d5288e-44d1-4417-98f7-0b6af8b54227,0.017602920532226562,0.019028425216674805,True,0.002040863037109375,False,0.06082034111022949,True
10,8408ce67-51d3-4dec-8a5b-fe3c8e5e2d6b,0.0171358585357666,0.01931142807006836,True,0.0021178722381591797,False,0.05959630012512207,True
11,f8d73f3b-eac6-4b73-a682-9d20593c87b5,0.017489910125732422,0.019209861755371094,True,0.002279520034790039,False,0.06381440162658691,True
12,918377a3-8c51-4230-983b-f3006afcab81,0.017870664596557617,0.019687891006469727,True,0.0020287036895751953,False,0.06008291244506836,True
13,f6acddc3-29ee-4ab9-9027-0e75dbb25232,0.018354177474975586,0.01842641830444336,True,0.001993894577026367,False,0.058980464935302734,True
