index,uuid,time_load,time_validate,check_is_valid,time_check_empty,check_is_complete_empty,time_check_full,check_is_complete_full
1,3371705a-8aad-4f72-996f-13be73f8f70a,0.1138153076171875,0.24141311645507812,True,0.08550214767456055,False,0.21216678619384766,True
2,2b47c160-fc2f-4c58-9339-284ac73822e3,0.03013467788696289,0.03710222244262695,True,0.0021104812622070312,False,0.13079357147216797,True
3,80fc340a-dcd4-465c-8968-9b1b06b3e522,0.027886152267456055,0.037069082260131836,True,0.0016770362854003906,False,0.1283576488494873,True
4,8dd5a6f1-7979-4600-8ded-4a666e2a93b4,0.025986433029174805,0.04385972023010254,True,0.001672506332397461,False,0.11755228042602539,True
5,445b75f1-077f-4b3c-9aa5-95bf073b83ed,0.030965089797973633,0.043894052505493164,True,0.0016715526580810547,False,0.11641979217529297,True
6,4697b785-b10a-48db-923f-995b13153e43,0.031052827835083008,0.039708852767944336,True,0.001651763916015625,False,0.11895489692687988,True
7,4eedf78e-b449-4e87-9a63-207058e8c377,0.030823945999145508,0.04350733757019043,True,0.0016126632690429688,False,0.10979175567626953,True
8,a0672752-a69c-4ae6-ba71-52dd96e8db8a,0.030734777450561523,0.037239789962768555,True,0.0016527175903320312,False,0.10841631889343262,True
9,28d5288e-44d1-4417-98f7-0b6af8b54227,0.0423123836517334,0.04464364051818848,True,0.0016024112701416016,False,0.10857772827148438,True
10,8408ce67-51d3-4dec-8a5b-fe3c8e5e2d6b,0.03579068183898926,0.04481339454650879,True,0.0016505718231201172,False,0.10657787322998047,True
11,f8d73f3b-eac6-4b73-a682-9d20593c87b5,0.027027130126953125,0.04079079627990723,True,0.0017201900482177734,False,0.10810136795043945,True
12,918377a3-8c51-4230-983b-f3006afcab81,0.02676868438720703,0.03890681266784668,True,0.0016200542449951172,False,0.10868597030639648,True
13,f6acddc3-29ee-4ab9-9027-0e75dbb25232,0.027101993560791016,0.040050506591796875,True,0.0017490386962890625,False,0.10778021812438965,True
14,3ea39e0e-8578-4ff5-b401-6fc0f34c9933,0.03358578681945801,0.04046320915222168,True,0.001626729965209961,False,0.10794234275817871,True
15,ac6ea4ea-5020-4758-83bf-dc22abc68546,0.03360295295715332,0.03755593299865723,True,0.0017294883728027344,False,0.10730147361755371,True
16,d1c6a112-e9fb-4186-9072-7fb6a6a7fb32,0.033568620681762695,0.04400038719177246,True,0.0016663074493408203,False,0.10652637481689453,True
17,d5b190f7-a2e0-4c94-b89b-04ace9c1b030,0.02907586097717285,0.04450273513793945,True,0.0015735626220703125,False,0.10817766189575195,True
18,ef2baaa5-7bd9-4aec-a10d-d9b6b56d8ea7,0.029621124267578125,0.04256582260131836,True,0.0016486644744873047,False,0.1074974536895752,True
19,0c07bbe5-bf65-4e1d-8cbd-00548a2667b5,0.031164169311523438,0.04513716697692871,True,0.0016622543334960938,False,0.10650849342346191,True
20,4b61244c-61a1-4b53-90b9-d191635b051c,0.031157732009887695,0.04474687576293945,True,0.0016827583312988281,False,0.10703301429748535,True
21,e61ced32-cfc4-40f2-a390-79d42ca33d92,0.02844381332397461,0.03876686096191406,True,0.001664876937866211,False,0.10886192321777344,True
